hanji,lomaji
阮搬到下港二十年矣，攏釘根矣。,"Guán puann kàu ē-káng jī-tsa̍p nî--ah, lóng tìng-kin--ah. "
你莫佇遐釘根好無？,Lí mài tī hia tìng-kin hó--bô? 
伊的骨格袂䆀。,I ê kut-keh bē-bái. 
伊開始咧陣疼，應該欲生矣。,"I khai-sí teh tsūn-thiànn, ìng-kai beh senn--ah. "
阮店賣的攏是高級貨。,Guán tiàm bē--ê lóng sī ko-kip huè. 
咱鬥陣來去。,Lán tàu-tīn lâi-khì.
佮朋友鬥陣著愛誠懇。,Kah pîng-iú tàu-tīn tio̍h-ài sîng-khún.
身體健康上重要，衛生習慣袂當馬馬虎虎。,"Sin-thé kiān-khong siōng tiōng-iàu, uē-sing si̍p-kuàn bē-tàng má-má-hu-hu. "
我若有時間就去共恁鬥無閒。,Guá nā ū sî-kan tō khì kā lín tàu-bô-îng. 
代誌就咧亂矣，你莫閣來鬥無閒。,"Tāi-tsì tō teh luān--ah, lí mài koh lâi tàu-bô-îng. "
伊的腰去閃著。,I ê io khì siám--tio̍h. 
彼位夫人看起來誠高貴。,Hit uī hu-jîn khuànn--khí-lâi tsiânn ko-kuì. 
伊看著我來就緊閃開。,I khuànn tio̍h guá lâi tō kín siám--khui. 
查某囡仔愛加減學寡針黹。,Tsa-bóo gín-á ài ke-kiám o̍h kuá tsiam-tsí. 
你緊來共我鬥跤手。,Lí kín lâi kā guá tàu-kha-tshiú. 
伊佇外口鬥夥計，𪜶某敢攏毋知？,"I tī guā-kháu tàu-hué-kì, in bóo kám lóng m̄ tsai? "
你莫看彼个囡仔乖乖啊，其實伊真鬼精。,"Lí mài khuànn hit ê gín-á kuai-kuai--ah, kî-si̍t i tsin kuí-tsiann. "
世間敢真正有鬼精？,Sè-kan kám tsin-tsiànn ū kuí-tsiann? 
痠骨輪，疼骨節。,"Sng kut-lûn, thiànn kut-tsat. "
廟口咧大拜拜，咱來去鬥鬧熱。,"Biō-kháu teh tuā pài-pài, lán lâi-khì tàu-lāu-jia̍t. "
大人咧處理代誌，囡仔人毋通來鬥鬧熱。,"Tuā-lâng teh tshú-lí tāi-tsì, gín-á-lâng m̄-thang lâi tàu-lāu-jia̍t. "
彼个人鬼頭鬼腦，逐工都想空想縫欲食人。,"Hit ê lâng kuí-thâu-kuí-náu, ta̍k kang to siūnn-khang-siūnn-phāng beh tsia̍h--lâng. "
這遍佳哉有你鬥幫贊，實在真多謝！,"Tsit piàn ka-tsài ū lí tàu-pang-tsān, si̍t-tsāi tsin to-siā! "
閃避不及,siám-pī put ki̍p
檨仔開始釘點矣，緊切來食食咧。,"Suāinn-á khai-sí tìng-tiám--ah, kín tshiat lâi tsia̍h-tsia̍h--leh. "
閃爍的天星,siám-sih ê thinn-tshenn
肉乾,bah-kuann
豆乾,tāu-kuann
乾颱,kan-thai
咱兩个來乾一杯！,Lán nn̄g ê lâi kan--tsi̍t-pue! 
乾啦！,Kan--lah! 
乾坤,khiân-khun
乾造,khiân-tsō
相偃,sio-ián
偃予伊倒,ián hōo i tó
我欲用後日的假來去山。,Guá beh īng āu--ji̍t ê ká lâi-khì peh-suann. 
彼个物件是假的。,Hit ê mi̍h-kiānn sī ké--ê. 
莫假！閣假就無成矣！,Mài ké! Koh ké tō bô sîng--ah! 
這本冊愛偌濟錢？,Tsit pún tsheh ài guā-tsē tsînn? 
彼个鼓仔燈吊甲傷偏矣。,Hit ê kóo-á-ting tiàu kah siunn phian--ah. 
毋通共人偏。,M̄-thang kā lâng phinn. 
學生咧做實驗。,Ha̍k-sing teh tsò si̍t-giām. 
你是做啥物的？我咧做老師。,Lí sī tsò siánn-mih--ê? Guá teh tsò lāu-su. 
我咧做長衫。,Guá teh tsò tn̂g-sann. 
做雞卵糕,tsò ke-nn̄g-ko
做花矸,tsò hue-kan
伊七少年八少年就做公矣。,I tshit siàu-liân peh siàu-liân tō tsò kong--ah. 
這是你家己做得來的，毋是人害你的。,"Tse sī lí ka-kī tsò-tit lâi--ê, m̄ sī lâng hāi--lí--ê. "
欲睏做你去睏。,Beh khùn tsò lí khì khùn. 
停！莫閣動矣！,Thîng! Mài koh tāng--ah! 
好停矣,hó thîng--ah
偝囡仔,āinn gín-á
錢予賊仔偷提去矣！,Tsînn hōo tsha̍t-á thau-the̍h--khì--ah! 
偷食,thau tsia̍h
偷笑,thau tshiò
阮兜,guán tau
皇帝跤兜,hông-tè kha-tau
年兜,nî-tau
厝邊兜,tshù-pinn-tau
我共布剪開。,Guá kā pòo tsián--khui. 
我共麵線剪斷。,Guá kā mī-suànn tsián--tn̄g. 
風規个剪過來。,Hong kui-ê tsián--kuè-lâi. 
冊予剪蟲剪去矣。,Tsheh hōo tsián-thâng tsián--khì--ah. 
一副牲醴,tsi̍t hù sing-lé
一副碗箸,tsi̍t hù uánn-tī
副總統,hù-tsóng-thóng
副業,hù-gia̍p
你莫咧假𠢕。,Lí mài teh ké-gâu. 
你若是無法度，就毋通踮遐咧假𠢕。,"Lí nā-sī bô-huat-tōo, tō m̄-thang tiàm hia teh ké-gâu. "
恁查某囝敢做人矣？,Lín tsa-bóo-kiánn kám tsò--lâng--ah? 
伊做人誠好。,I tsò-lâng tsiânn hó. 
就算講做人情予伊嘛是袂䆀。,Tō sǹg-kóng tsò-jîn-tsîng hōo i mā sī bē-bái. 
伊去做工矣。,I khì tsò-kang--ah. 
這擺市內做大水，損失誠重。,"Tsit pái tshī-lāi tsò-tuā-tsuí, sún-sit tsiânn tāng. "
做代誌愛照起工，毋通偷工減料。,"Tsò tāi-tsì ài tsiàu-khí-kang, m̄-thang thau-kang-kiám-liāu. "
分派工課愛公平，袂使偏心。,"Hun-phài khang-khuè ài kong-pênn, bē-sái phian-sim. "
生活閣較困難，嘛袂使做歹。,"Sing-ua̍h koh-khah khùn-lân, mā bē-sái tsò-pháinn. "
𪜶某閣咧做月內。,In bóo koh teh tsò-gue̍h-lāi. 
伊真𠢕假仙，你毋通予伊騙去。,"I tsin gâu ké-sian, lí m̄-thang hōo i phiàn--khì. "
欲食就提，莫咧假仙假觸。,"Beh tsia̍h tō the̍h, mài teh ké-sian-ké-tak. "
這是假包的，你予人騙去矣！,"Tse sī ké-pâu--ê, lí hōo lâng phiàn-khì--ah! "
你有請人來做司公無？,Lí ū tshiánn lâng lâi tsò-sai-kong--bô? 
逐家做伙來做功德。,Ta̍k-ke tsò-hué lâi tsò-kong-tik. 
媽媽去布莊剪布欲做新衫。,Má-mah khì pòo-tsng tsián-pòo beh tsò sin sann. 
咱兩个做伙來去𨑨迌。,Lán nn̄g ê tsò-hué lâi-khì tshit-thô. 
有緣無緣，逐家來做伙。,"Ū iân bô iân, ta̍k-ke lâi tsò-hué."
這个囡仔真健丟，閣會曉拋麒麟。,"Tsit ê gín-á tsin kiān-tiu, koh ē-hiáu pha-kî-lîn. "
健丟閣發喙鬚。,Kiān-tiu koh huat tshuì-tshiu. 
你免咧假好衰啦。,Lí bián teh ké-hó-sue--lah. 
你莫假死矣，你哪有可能毋知。,"Lí mài ké-sí--ah, lí ná-ū khó-lîng m̄-tsai. "
你莫佇遐假死假活。,Lí mài tī hia ké-sí-ké-ua̍h. 
做紅龜粿的時愛用紅花粉做色。,Tsò âng-ku-kué ê sî ài iōng âng-hue-hún tsò-sik. 
明仔載就是恁阿公做忌的日子。,Bîn-á-tsài tō-sī lín a-kong tsò-kī ê ji̍t-tsí. 
假使若落雨，我就無愛去矣。,"Ká-sú nā lo̍h-hōo, guá tō bô ài khì--ah. "
𪜶兩人偷來暗去，通庄頭的人攏嘛知。,"In nn̄g lâng thau-lâi-àm-khì, thong tsng-thâu ê lâng lóng mā tsai. "
伊欲共一樓提來做店面。,I beh kā it lâu the̍h lâi tsò tiàm-bīn. 
菜煮好矣，你毋通佇遐偷拈。,"Tshài tsú hó--ah, lí m̄-thang tī hia thau ni. "
伊今仔日轉去外家做客。,I kin-á-ji̍t tńg-khì guā-ke tsò-kheh. 
考試的時陣袂使偷看。,Khó-tshì ê sî-tsūn bē-sái thau khuànn. 
會曉偷食，袂曉拭喙。,"Ē-hiáu thau tsia̍h, bē-hiáu tshit tshuì. "
伊逐擺行棋都偷食步。,I ta̍k-pái kiânn-kî to thau-tsia̍h-pōo. 
連鞭欲做風颱啦！,Liâm-mi beh tsò-hong-thai--lah! 
風共電火柱仔偃倒矣。,Hong kā tiān-hué-thiāu-á ián-tó--ah. 
好人予你做，我來做臭人。,"Hó lâng hōo lí tsò, guá lâi tsò-tshàu-lâng. "
咱做陣來去臺北𨑨迌。,Lán tsò-tīn lâi-khì Tâi-pak tshit-thô. 
這改換你做鬼。,Tsit kái-uānn lí tsò-kuí. 
莫佇遐假鬼假怪矣啦。,Mài tī hia ké-kuí-ké-kuài--ah--lah. 
我無愛佮伊做伙，偏偏閣佮伊仝班。,"Guá bô-ài kah i tsò-hué, phian-phian koh kah i kāng pan. "
我想欲出門，偏偏落雨矣。,"Guá siūnn-beh tshut-mn̂g, phian-phian lo̍h-hōo--ah. "
你是偏偏欲佮我做對是無？,Lí sī phian-phian beh kah guá tsò-tuì sī--bô? 
我偏偏仔毋咧！,Guá phian-phian-á m̄--leh! 
狗仔吠甲遮爾大聲，一定是有人來偷掠雞。,"Káu-á puī kah tsiah-nī tuā-siann, it-tīng sī ū-lâng lâi thau lia̍h ke. "
毋通共人偷提物件。,M̄-thang kā lâng thau-the̍h mi̍h-kiānn. 
阿兄欲去臺北揣頭路，阿母偷揜三千箍予伊做所費。,"A-hiann beh khì Tâi-pak tshuē-thâu-lōo, a-bú thau-iap sann tshing khoo hōo i tsò sóo-huì. "
你免咧假無意啦！,Lí bián teh ké-bô-ì--lah! 
伊上𠢕假痟。,I siōng gâu ké-siáu. 
你莫傷假痟。,Lí mài siunn ké-siáu. 
伊自透早做甲這馬，攏無停睏。,"I tsū thàu-tsá tsò kah tsit-má, lóng bô thîng-khùn. "
小停跤咧。,Sió thîng-kha--leh. 
毋管較早的生活偌爾艱苦，總是愛繼續拍拚落去。,"M̄ kuán khah-tsá ê sing-ua̍h guā-nī kan-khóo, tsóng-sī ài kè-sio̍k phah-piànn--lo̍h-khì. "
去人濟的所在愛較注意咧，無，會去拄著剪綹仔。,"Khì lâng tsē ê sóo-tsāi ài khah tsù-ì--leh, bô, ē khì tú-tio̍h tsián-liú-á. "
庄跤所在比較較偏僻。,Tsng-kha sóo-tsāi pí-kàu khah phian-phiah. 
你是真正毋知，抑是假影毋知？,"Lí sī tsin-tsiànn m̄ tsai, ia̍h-sī ké-iánn m̄ tsai? "
恁莫佇眾人面頭前做瘦氣，真歹看。,"Lín mài tī tsìng-lâng bīn-thâu-tsîng tsò-sán-khuì, tsin pháinn-khuànn. "
我欲去共人做親情。,Guá beh khì kā lâng tsò-tshin-tsiânn. 
會當佮恁做親情，我嘛誠歡喜。,"Ē-tàng kah lín tsò-tshin-tsiânn, guá mā tsiânn huann-hí. "
伊逐項攏欲討偏頭。,I ta̍k hāng lóng beh thó phinn-thâu. 
是伊做頭抗議的。,Sī i tsò-thâu khòng-gī--ê. 
伊已經做頭先走矣。,I í-king tsò-thâu sing tsáu--ah. 
做戲毋是簡單的代誌，愛下工夫。,"Tsò-hì m̄ sī kán-tan ê tāi-tsì, ài hē kang-hu. "
你身軀有偌濟錢？,Lí sin-khu ū guā-tsē tsînn? 
遮的𨑨迌物仔是欲做議量的。,Tsia-ê tshit-thô-mih-á sī beh tsò-gī-niū--ê. 
彼張符仔是伊欲共人做譴損的。,Hit tiunn hû-á sī i beh kā lâng tsò-khiàn-sńg--ê. 
伊覕佇門後咧偷聽人講話。,I bih tī mn̂g-āu teh thau thiann lâng kóng-uē. 
索仔勒較絚咧，兔仔才袂走去！,"Soh-á li̍k khah ân--leh, thòo-á tsiah bē tsáu--khì! "
莫共伊動著。,Mài kā-i tāng--tio̍h. 
動工,tāng-kang
動箸,tāng-tī
一舉一動,it-kí-it-tōng
君子務本,kun-tsú bū pún
公務,kong bū
農務,lông bū
事務,sū-bū
匏仔,pû-á
葫蘆匏,hôo-lôo pû
湯匙,thng-sî
煎匙,tsian-sî
飯匙,pn̄g-sî
一匙藥仔,tsi̍t sî io̍h-á
地區,tē-khu
工業區,kang-gia̍p khu
大安區,Tāi-an-khu
你參伊去。,Lí tsham i khì. 
參見,tsham-kìnn
參拜,tsham-pài
毋通提糖仔共囡仔唌。,M̄-thang the̍h thn̂g-á kā gín-á siânn. 
你莫烏白唬，我無遐好騙。,"Lí mài oo-pe̍h hóo, guá bô hiah hó phiàn. "
走唱,tsáu tshiàng
唱名,tshiàng miâ
明呼明唱,bîng-hoo-bîng-tshiàng
唱歌,tshiùnn kua
唸報紙,liām pò-tsuá
唸歌詩,liām kua-si
唸歌,liām kua
𠢕唸,gâu liām
踅踅唸,se̍h-se̍h-liām
雞仔啄米,ke-á tok bí
鼻仔啄啄,phīnn-á tok tok
阿啄仔,a-tok-á
彼擔賣果子的定定啄人的秤頭。,Hit tànn bē-kué-tsí--ê tiānn-tiānn tok lâng ê tshìn-thâu. 
啉水,lim tsuí
啉一杯,lim tsi̍t pue
伊真𠢕啉。,I tsin gâu lim. 
啊！原來如此！,Ah! Guân-lâi jû-tshú! 
你欲去無？好啊！,Lí beh khì--bô? Hó--ah! 
啊都伊毋來，阮才會欠一个人。,"Ah to i m̄ lâi, guán tsiah-ē khiàm tsi̍t ê lâng. "
我問你,guá mn̄g--lí
問路,mn̄g lōo
問神,mn̄g sîn
你啖看按呢敢有夠鹹？,Lí tam khuànn án-ne kám ū-kàu kiâm? 
你莫提雞卵糕佇遐唌人！,Lí mài the̍h ke-nn̄g-ko tī hia siânn--lâng! 
伊會唬人，莫相信伊。,"I ē hóo--lâng, mài siong-sìn--i. "
你若無講話，人嘛袂共你當做啞口。,"Lí nā bô kóng-uē, lâng mā bē kā lí tòng-tsò é-káu. "
這粒蚶仔袂開喙，是啞口的。,"Tsit lia̍p ham-á bē khui-tshuì, sī é-káu--ê. "
恁毋通起跤動手。,Lín m̄-thang khí-kha-tāng-tshiú. 
這件代誌啥物時陣欲開始動手？,Tsit kiānn tāi-tsì siánn-mih sî-tsūn beh khai sí tāng-tshiú? 
這兩項物件欲按怎區別。,Tsit nn̄g hāng mi̍h-kiānn beh án-tsuánn khu-pia̍t. 
請你說明這兩項物件的區別。,Tshiánn lí suat-bîng tsit nn̄g hāng mi̍h-kiānn ê khu-pia̍t. 
有的生理人做生理會唬秤頭，所以買物件愛注意。,"Ū-ê sing-lí-lâng tsò-sing-lí ē hóo-tshìn-thâu, sóo-í bé mi̍h-kiānn ài tsù-ì. "
這搭有一个大商場。,Tsit-tah ū tsi̍t ê tuā siong-tiûnn. 
咱的信心絕對毋通動搖。,Lán ê sìn-sim tsua̍t-tuì m̄-thang tōng-iâu. 
這件代誌咱有需要參詳一下！,Tsit kiānn tāi-tsì lán ū su-iàu tsham-siông--tsi̍t-ē! 
大人無上桌，囡仔人袂使先動箸。,"Tuā-lâng bô tsiūnn-toh, gín-á-lâng bē-sái sing tāng-tī. "
伊的老師是啄鼻仔。,I ê lāu-su sī tok-phīnn-á. 
入去遐久矣，哪會一點仔動靜都無？,"Ji̍p-khì hiah kú--ah, ná ē tsi̍t-tiám-á tōng-tsīng to bô? "
這先予你啖糝一下。,Tse sing hōo-lí tām-sám--tsi̍t-ē. 
買一寡啖糝來食。,Bé tsi̍t-kuá tām-sám lâi tsia̍h. 
你家己做歹閣敢來唱聲，我無咧驚你。,"Lí ka-kī tsò-pháinn koh kánn lâi tshiàng-siann, guá bô teh kiann--lí. "
這是啥物件？,Tse sī siánn mi̍h-kiānn? 
你講啥？,Lí kóng siánn? 
伊已經來矣啦。,I í-king lâi--ah--lah. 
好矣啦,hó--ah--lah
好啦！莫吵啦！,Hó--lah! Mài tshá--lah! 
才閣講啦,tsiah-koh-kóng--lah
無愛啦,bô-ài--lah
伊規箍人圇佇遐睏。,I kui khoo lâng lun tī hia khùn. 
圇頭出來看。,Lun thâu tshut lâi khuànn. 
圇來圇去,lun lâi lun khì
這桶水圇圇仔，拄仔好會使洗身軀。,"Tsit tháng tsuí lun-lun--á, tú-á-hó ē-sái sé sin-khu. "
拉圇燒的水,la-lun-sio ê tsuí
本國,pún-kok
國貨,kok-huè
國花,kok-hue
埠頭,poo-thâu
埤仔,pi-á
虎頭埤,Hóo-thâu-pi
番薯園愛培塗矣。,Han-tsî hn̂g ài puē thôo--ah. 
教堂,kàu-tn̂g
禮堂,lé-tn̂g
公堂,kong-tn̂g
廳堂,thiann-tn̂g
殿堂,tiān-tông
令堂,līng-tông
高堂,ko-tông
堂親,tông-tshin
堅疕,kian-phí
這塊餅遮堅，無茶就歹落喉。,"Tsit tè piánn tsiah kian, bô tê tō pháinn lo̍h-âu. "
一大堆,tsi̍t tuā tui
三堆物件,sann tui mi̍h-kiānn
塗堆,thôo tui
草堆,tsháu tui
送做堆,sàng-tsò-tui
壁堵,piah-tóo
眠床堵,bîn-tshn̂g-tóo
堵枋,tóo-pang
一堵壁,tsi̍t tóo piah
按呢無夠額，你愛閣補一寡仔，才有夠分。,"Án-ne bô kàu-gia̍h, lí ài koh póo--tsi̍t-kuá-á, tsiah ū-kàu pun. "
你真正是娶著一个好某。,Lí tsin-tsiànn sī tshuā-tio̍h tsi̍t ê hó bóo. 
是啥人共你講我欲嫁伊？,Sī siánn-lâng kā lí kóng guá beh kè--i? 
你足夠工的，服務誠好。,"Lí tsiok kàu-kang--ê, ho̍k-bū tsiânn hó. "
遮的貨賣完嘛干焦夠工爾爾，也無啥趁。,"Tsia-ê huè bē-uân mā kan-na kàu-kang niā-niā, iā bô siánn thàn. "
這个計畫真夠工，逐方面攏想甲著。,"Tsit ê kè-uē tsin kàu-kang, ta̍k hong-bīn lóng siūnn kah tio̍h. "
這枇弓蕉誠夠分。,Tsit pî king-tsio tsiânn kàu-hun. 
飯粒仔堅巴就莫食矣。,Pn̄g-lia̍p-á kian-pa tō mài tsia̍h--ah. 
雞大甲夠水矣。,Ke tuā kah kàu-tsuí--ah. 
拄仔好夠本。,Tú-á-hó kàu-pún. 
今仔日趁夠本矣。,Kin-á-ji̍t thàn kàu-pún--ah. 
遮的錢有夠用就好。,Tsia-ê tsînn ū kàu-īng tō hó. 
先規畫予好，才來執行。,"Sing kui-uē hōo hó, tsiah lâi tsip-hîng. "
空喙堅疕矣。,Khang-tshuì kian-phí--ah. 
啥物人佇遐咧唱歌？,Siánn-mih lâng tī hia teh tshiùnn kua? 
伊堅持欲繼續拍拚落去。,I kian-tshî beh kè-sio̍k phah-piànn--lo̍h-khì. 
王的欲娶某矣。,Ông--ê beh tshuā-bóo--ah. 
菜燕囥冷了後就會堅凍。,Tshài-iàn khǹg-líng liáu-āu tō ē kian-tàng. 
閣較濟予伊食，伊嘛袂夠氣。,"Koh-khah tsē hōo i tsia̍h, i mā bē kàu-khuì. "
鹹菜曝甲攏堅乾矣。,Kiâm-tshài pha̍k kah lóng kian-kuann--ah. 
我堂堂一个男子漢大丈夫，講會到就做會到。,"Guá tông-tông tsi̍t ê lâm-tsú-hàn tāi-tiōng-hu, kóng ē kàu tō tsò ē kàu. "
你實在是食人夠夠，傷過份啦！,"Lí si̍t-tsāi sī tsia̍h-lâng-kàu-kàu, siunn kuè-hūn--lah! "
你佇遐咧創啥貨？,Lí tī hia teh tshòng siánn-huè? 
啥款？十箍就好！欲買無？,Siánn khuánn? Tsa̍p khoo tō hó! Beh bé--bô? 
𪜶查某囝生做啥款？,In tsa-bóo-kiánn senn-tsò siánn-khuán? 
咱做人毋通傷奢華。,Lán tsò-lâng m̄-thang siunn tshia-hua. 
昨昏隔壁咧拍鑼拍鼓娶新娘。,Tsa-hng keh-piah teh phah lô phah kóo tshuā-sin-niû. 
清明愛培墓。,Tshing-bîng ài puē-bōng. 
你是咧看啥潲？,Lí sī teh khuànn siánn-siâu? 
培養信心,puê-ióng sìn-sim
鹿港是一个真鬧熱的埠頭。,Lo̍k-káng sī tsi̍t-ê tsin lāu-jia̍t ê poo-thâu. 
阮公司的員工已經夠額，無欲閣倩矣。,"Guán kong-si ê uân-kang í-king kàu-gia̍h, bô beh koh tshiànn--ah. "
做生日遮爾奢颺，真討債。,"Tsò-senn-ji̍t tsiah-nī tshia-iānn, tsin thó-tsè. "
阿婆,a-pô
賊婆,tsha̍t-pô
媒人婆,muê-lâng-pô
產婆,sán-pô
姨婆,î-pô
姑婆,koo-pô
婚禮,hun-lé
結婚,kiat-hun
少婦,siàu-hū
寡婦,kuá-hū
夫婦,hu-hū
婦女,hū-lí
婦人人,hū-jîn-lâng
寄批,kià-phue
寄銀行,kià gîn-hâng
寅時,în-sî
門關無密,mn̂g kuainn bô ba̍t
草仔發甲真密。,Tsháu-á huat kah tsin ba̍t. 
衫仔櫼甲密密密。,Sann-á tsinn kah ba̍t-ba̍t-ba̍t. 
伊將我放袂記得矣。,I tsiong guá pàng bē-kì--tit--ah. 
將來,tsiong-lâi
將近,tsiong-kīn
大將,tāi-tsiòng
猛將,bíng-tsiòng
自作自專,tsū tsoh tsū tsuan
專科,tsuan kho
專權,tsuan-khuân
神明專趁歹命人錢。,Sîn-bîng tsuan thàn pháinn-miā lâng tsînn. 
古早時，婦人人欲出門攏愛梳妝打扮。,"Kóo-tsá sî, hū-jîn-lâng beh tshut-mn̂g lóng ài se-tsng tánn-pān. "
伊誠將才，為國家計畫足濟代誌。,"I tsiânn tsiòng-tsâi, uī kok-ka kè-uē tsiok tsē tāi-tsì. "
伊生做真將才。,I senn-tsò tsin tsiòng-tsâi. 
這領衫是伊專工為你做的。,Tsit niá sann sī i tsuan-kang uī lí tsò--ê. 
我是無可能去密告的。,Guá sī bô khó-lîng khì bi̍t-kò--ê. 
將來會發生啥代誌無人知。,Tsiong-lâi ē huat-sing siánn tāi-tsì bô-lâng tsai. 
將近欲收擔的時陣，伊才到位。,"Tsiong-kīn beh siu-tànn ê sî-tsūn, i tsiah kàu-uī. "
我是專門修理電腦的。,Guá sī tsuan-bûn siu-lí tiān-náu--ê. 
伊已經予人送定矣，有婚約佇咧。,"I í-king hōo lâng sàng-tiānn--ah, ū hun-iok tī--leh. "
我的希望攏寄託佇你的身上。,Guá ê hi-bāng lóng kià-thok tī lí ê sin-siōng. 
伊將囡仔寄託予𪜶大兄。,I tsiong gín-á kià-thok hōo in tuā-hiann. 
雞卵密密也有縫。,Ke-nn̄g ba̍t-ba̍t iā ū phāng. 
窗仔門關甲密喌喌，連胡蠅都飛袂入去。,"Thang-á-mn̂g kuainn kah ba̍t-tsiuh-tsiuh, liân hôo-sîn to pue bē ji̍p--khì. "
寄話生話會害人起冤家。,Kià-uē senn-uē ē hāi lâng khí uan-ke. 
你的衫仔櫥內面，閣櫼甲真密實。,"Lí ê sann-á-tû lāi-bīn, koh tsinn kah tsin ba̍t-tsa̍t. "
彼間店專權代理所有的薰酒生理。,Hit king tiàm tsuan-khuân tāi-lí sóo-ū ê hun-tsiú sing-lí. 
頂屜,tíng-thuah
落崎,lo̍h-kiā
山壁真崎。,Suann piah tsin kiā. 
厝崩去,tshù pang--khì
崩山,pang-suann
股市崩盤,kóo-tshī pang-puânn
生不帶來，死不帶去。,"Sing put tài lâi, sú put tài khì. "
帶病,tài-pēnn
面帶憂,bīn tài iu
寒帶,hân-tài
彼帶,hit tài
帶便當,tuà piān-tong
帶路,tuà-lōo
帶領,tuà-niá
糾帶,kiù-tuà
臍帶,tsâi-tuà
皮帶,phuê-tuà
張嫁粧,tiunn kè-tsng
你莫閣張矣啦。,Lí mài koh tiunn--ah--lah. 
一張紙,tsi̍t tiunn tsuá
三張批,sann tiunn phue
兩張犁,nn̄g tiunn lê
張良,Tiunn Liông
予我張著,hōo guá tng--tio̍h
張鳥仔,tng tsiáu-á
鳥仔張,tsiáu-á tng
鳥鼠張,niáu-tshí tng
伊是一个強手。,I sī tsi̍t ê kiông-tshiú. 
所得,sóo-tik
得失,tik-sit
不得有誤,put tik iú gōo
得家產,tit ka-sán
會得過,ē-tit kuè
難得,lân-tit
這个囡仔真得人疼。,Tsit ê gín-á tsin tit-lâng-thiànn. 
伊足得人惜的。,I tsiok tit-lâng-sioh--ê. 
後禮拜欲去阿姨𪜶兜愛會記得提帶手。,Āu lé-pài beh khì a-î in tau ài ē-kì-tit the̍h tuà-tshiú. 
得失土地公，飼無雞。,"Tik-sit Thóo-tī-kong, tshī bô ke. "
做人若傷計較得失，日子會足歹過。,"Tsò-lâng nā siunn kè-kàu tik-sit, ji̍t-tsí ē tsiok pháinn kuè. "
伊常在去美國𨑨迌。,I tshiâng-tsāi khì Bí-kok tshit-thô. 
你這馬就咧張老，敢袂傷早？,"Lí tsit-má tō teh tiunn-lāu, kám bē siunn tsá? "
這馬的電視攏是彩色的。,Tsit-má ê tiān-sī lóng sī tshái-sik--ê. 
為著一家大細，伊做甲帶身命。,"Uī-tio̍h tsi̍t ke tuā-sè, i tsò kah tài-sin-miā. "
伊真𠢕張身勢。,I tsin gâu tiunn-sin-sè. 
你攏無帶念我對你的情份。,Lí lóng bô tài-liām guá tuì lí ê tsîng-hūn. 
