"hanji","lomaji"
"蛆","tshu"
"蛇","siâ"
"蛇","tsuâ"
"蛇瓜","tsuâ-kue"
"蛋","tàn"
"蛋","tuann"
"術","su̍t"
"術","su̍t"
"術仔","su̍t-á"
"袈","ka"
"袋","tāi"
"袋","tē"
"袋仔","tē-á"
"袱","ho̍k"
"規","kui"
"規个","kui-ê"
"規千萬","kui-tshing-bān"
"規大堆","kui-tuā-tui"
"規山坪","kui-suann-phiânn"
"規工","kui-kang"
"規心","kui-sim"
"規日","kui-ji̍t"
"規日","kui-li̍t"
"規爿","kui-pîng"
"規世人","kui-sì-lâng"
"規半晡","kui-puànn-poo"
"規年迵天","kui-nî-thàng-thinn"
"規身軀","kui-sin-khu"
"規定","kui-tīng"
"規則","kui-tsik"
"規矩","kui-kí"
"規矩","kui-kú"
"規陣","kui-tīn"
"規面","kui bīn"
"規律","kui-lu̍t"
"規家伙仔","kui-ke-hé-á"
"規家伙仔","kui-ke-hué-á"
"規格","kui-keh"
"規氣","kui-khì"
"規堆","kui-tui"
"規晡","kui-poo"
"規章","kui-tsiong"
"規畫","kui-uē"
"規費","kui-huì"
"規碗捀","kui-uánn-phâng"
"規腹火","kui-pak-hé"
"規腹火","kui-pak-hué"
"規路","kui-lōo"
"規模","kui-bôo"
"規範","kui-huān"
"規嚾規黨","kui-uang-kui-tóng"
"覓","bā"
"覓","bi̍k"
"覓","māi"
"覓頭路","bā-thâu-lōo"
"視","sī"
"視力","sī-li̍k"
"視訊","sī-sìn"
"視野","sī-iá"
"視察","sī-tshat"
"視線","sī-suànn"
"視覺","sī-kak"
"訟","siōng"
"訣","kuat"
"訪","hóng"
"訪客","hóng-kheh"
"訪查","hóng-tsa"
"訪問","hóng-būn"
"訪談","hóng-tâm"
"設","siat"
"設立","siat-li̍p"
"設局","siat-kio̍k"
"設使","siat-sú"
"設定","siat-tīng"
"設法","siat-huat"
"設施","siat-si"
"設計","siat-kè"
"設備","siat-pī"
"設想","siat-sióng"
"設置","siat-tì"
"設廠","siat-tshiúnn"
"設緣投","siat-iân-tâu"
"許","hí"
"許","hú"
"許","khóo"
"許","Khóo"
"許可","hí-khó"
"許可","hú-khó"
"豉","sīnn"
"豉膎","sīnn-kê"
"豉膎","sīnn-kuê"
"豉鹽","sīnn-iâm"
"豚","thûn"
"豚母","thûn-bó"
"豚母","thûn-bú"
"象","sióng"
"象","siòng"
"象","siōng"
"象","siūnn"
"象","tshiūnn"
"象山","Tshiūnn-suann"
"象牙","tshiūnn-gê"
"象桮","siūnn-pue"
"象棋","tshiūnn-kî"
"象鼻湖","Tshiūnn-phīnn-ôo"
"象徵","siōng-ting"
"貧","pîn"
"貧血","pîn-hiat"
"貧惰","pîn-tuānn"
"貧惰骨","pîn-tuānn-kut"
"貧道","pîn-tō"
"貨","hè"
"貨","hò"
"貨","hònn"
"貨","huè"
"貨主","hè-tsú"
"貨主","huè-tsú"
"貨色","hè-sik"
"貨色","huè-sik"
"貨尾","hè-bé"
"貨尾","huè-bué"
"貨車","hè-tshia"
"貨車","huè-tshia"
"貨底","hè-tué"
"貨底","huè-té"
"貨物","hè-bu̍t"
"貨物","huè-bu̍t"
"貨草","hè-tsháu"
"貨草","huè-tsháu"
"貨船","hè-tsûn"
"貨船","huè-tsûn"
"貨款","hè-khuán"
"貨款","huè-khuán"
"貨運","hè-ūn"
"貨運","huè-ūn"
"貨幣","hè-pè"
"貨幣","huè-pè"
"貨樣","hè-iūnn"
"貨樣","huè-iūnn"
"貨頭","hè-thâu"
"貨頭","huè-thâu"
"貨櫃","hè-kuī"
"貨櫃","huè-kuī"
"販","huàn"
"販","phuànn"
"販仔","huàn-á"
"販仔白","huàn-á-pe̍h"
"販厝","huàn-tshù"
"販貨","phuànn-hè"
"販貨","phuànn-huè"
"販賣","huàn-bē"
"販賣","huàn-buē"
"貪","tham"
"貪心","tham-sim"
"貪汙","tham-u"
"貪官汙吏","tham-kuann-ù-lī"
"貪食","tham-tsia̍h"
"貪財","tham-tsâi"
"貪戀","tham-luân"
"貫","kǹg"
"貫","kuàn"
"貫穿","kuàn-tshuan"
"貫針","kǹg-tsiam"
"貫捾","kǹg-kuānn"
"責","tsik"
"責任","tsik-jīm"
"責任","tsik-līm"
"責備","tsik-pī"
"貶","pián"
"赦","sià"
"赦免","sià-bián"
"赦罪","sià-tsuē"
"趺","u"
"趼","lan"
"趾","tsí"
"跂","ké"
"跂","kué"
"跂跤","ké kha"
"跂跤","kué kha"
"距","kī"
"距","kū"
"軟","luán"
"軟","nńg"
"軟心","nńg-sim"
"軟市","nńg-tshī"
"軟汫","nńg-tsiánn"
"軟荍荍","nńg-siô-siô"
"軟骨","nńg-kut"
"軟弱","luán-jio̍k"
"軟弱","luán-lio̍k"
"軟晡","nńg-poo"
"軟絲仔","nńg-si-á"
"軟㽎㽎","nńg-sìm-sìm"
"軟塗深掘","nńg-thôo-tshim-ku̍t"
"軟跤","nńg-kha"
"軟跤蝦","nńg-kha-hê"
"軟膏膏","nńg-kô-kô"
"軟轎","nńg-kiō"
"軟體","nńg-thé"
"軟體園區","Nńg-thé Hn̂g-khu"
"軟𩛩𩛩","nńg-kauh-kauh"
"逮","tāi"
"週","tsiu"
"週刊","tsiu-khan"
"週年","tsiu-nî"
"週期","tsiu-kî"
"週邊","tsiu-pinn"
"進","tsìn"
"進一步","tsìn-tsi̍t-pōo"
"進入","tsìn-ji̍p"
"進入","tsìn-li̍p"
"進口","tsìn-kháu"
"進化","tsìn-huà"
"進出","tsìn-tshut"
"進用","tsìn-iōng"
"進行","tsìn-hîng"
"進攻","tsìn-kong"
"進步","tsìn-pōo"
"進修","tsìn-siu"
"進前","tsìn-tsîng"
"進軍","tsìn-kun"
"進退","tsìn-thè"
"進香","tsìn-hiunn"
"進度","tsìn-tōo"
"進展","tsìn-tián"
"進貨","tsìn-hè"
"進貨","tsìn-huè"
"進階","tsìn-kai"
"進駐","tsìn-tsù"
"過","kè"
"過","kò"
"過","koh"
"過","kòo"
"過","kuà"
"過","kuè"
"過分","kè-hun"
"過分","kuè-hun"
"過心","kè-sim"
"過心","kuè-sim"
"過戶","kè-hōo"
"過戶","kuè-hōo"
"過手","kè-tshiú"
"過手","kuè-tshiú"
"過日","kè-li̍t"
"過日","kuè-ji̍t"
"過水","kè-tsuí"
"過水","kuè-tsuí"
"過火","kè-hé"
"過火","kuè-hué"
"過冬鳥","kè-tang-tsiáu"
"過冬鳥","kuè-tang-tsiáu"
"過去","kè-khì"
"過去","kuè-khì"
"過失","kè-sit"
"過失","kuè-sit"
"過目","kè-ba̍k"
"過目","kuè-ba̍k"
"過份","kè-hūn"
"過份","kuè-hūn"
"過名","kè-miâ"
"過名","kuè-miâ"
"過年","kè-nî"
"過年","kuè-nî"
"過身","kè-sin"
"過身","kuè-sin"
"過定","kuè-tiānn"
"過往","kè-óng"
"過往","kuè-óng"
"過房","kè-pâng"
"過房","kuè-pâng"
"過門","kè-mn̂g"
"過門","kuè-mn̂g"
"過來","kuè--lâi"
"過後","kè-āu"
"過後","kuè-āu"
"過面","kè-bīn"
"過面","kuè-bīn"
"過度","kè-tōo"
"過度","kuè-tōo"
"過時","kè-sî"
"過時","kuè-sî"
"過時賣曆日。","Kuè-sî bē la̍h-ji̍t."
"過氣","kè-khuì"
"過氣","kuè-khuì"
"過敏","kè-bín"
"過敏","kuè-bín"
"過剩","kuè-sīng"
"過喙","kè-tshuì"
"過喙","kuè-tshuì"
"過渡","kè-tōo"
"過渡","kuè-tōo"
"過程","kè-tîng"
"過程","kuè-tîng"
"過量","kè-liōng"
"過量","kuè-liōng"
"過意","kè-ì"
"過意","kuè-ì"
"過路人","kè-lōo-lâng"
"過路人","kuè-lōo-lâng"
"過暝","kè-mî"
"過暝","kuè-mê"
"過磅","kè-pōng"
"過磅","kuè-pōng"
"過數","kè-siàu"
"過數","kuè-siàu"
"過橋","kuè-kiô"
"過橋較濟你行路，食鹽較濟你食米。","Kuè kiô khah tsē lí kiânn-lōo, tsia̍h iâm khah tsē lí tsia̍h bí."
"過頭","kè-thâu"
"過頭","kuè-thâu"
"過謙","kòo-khiam"
"過濾","kè-lī"
"過濾","kuè-lī"
"過關","kè-kuan"
"過關","kuè-kuan"
"過鹹水的","kè-kiâm-tsuí--ê"
"過鹹水的","kuè-kiâm-tsuí--ê"
"過爐","kè-lôo"
"過爐","kuè-lôo"
"過癮","kè-giàn"
"過癮","kuè-giàn"
"鄉","hiong"
"鄉","hiunn"
"鄉土","hiong-thóo"
"鄉民","hiong-bîn"
"鄉村","hiong-tshun"
"鄉里","hiunn-lí"
"鄉長","hiong-tiúnn"
"鄉愁","hiong-tshiû"
"鄉親","hiong-tshin"
"鄉鎮","hiong-tìn"
"野","iá"
"野心","iá-sim"
"野牛","iá-gû"
"野台戲","iá-tâi-hì"
"野外","iá-guā"
"野生","iá-sing"
"野花","iá-hue"
"野味","iá-bī"
"野性","iá-sìng"
"野馬","iá-bé"
"野狼","iá-lông"
"野球","iá-kiû"
"野餐","iá-tshan"
"野雞仔車","iá-ke-á-tshia"
"野雞仔車","iá-kue-á-tshia"
"野獸","iá-siù"
"野蠻","iá-bân"
"釣","tiàu"
"釣","tiò"
"釣友","tiò-iú"
"釣魚","tiò-hî"
"釣魚","tiò-hû"
"釣魚台","Tiò-hî-tâi"
"釣魚翁","tiò-hî-ang"
"釣魚翁","tiò-hû-ang"
"釣鉤","tiò-kau"
"釣餌","tiò-jī"
"釣餌","tiò-lī"
"釧","tshuan"
"釵","the"
"釵","tshai"
"閉","pì"
"閉思","pì-sù"
"閉幕","pì-bōo"
"陽","iông"
"陽","iûnn"
"陽","Iûnn"
"陽光運動公園","Iông-kong Ūn-tōng Kong-hn̂g"
"陽明山","Iûnn-bîng-suann"
"陽春","iông-tshun"
"陽曆","iông-li̍k"
"隊","tuī"
"隊友","tuī-iú"
"隊伍","tuī-ngóo"
"隊長","tuī-tiúnn"
"隊員","tuī-uân"
"隍","hông"
"階","kai"
"階段","kai-tuānn"
"階級","kai-kip"
"階層","kai-tsân"
"雀","tshik"
"雀","tshiok"
"雀斑","tshiok-pan"
"雪","sap"
"雪","seh"
"雪","suat"
"雪山","Suat-suann"
"雪文","sap-bûn"
"雪文粉","sap-bûn-hún"
"雪仔柑","seh-á-kam"
"頂","tíng"
"頂下","tíng-ē"
"頂下歲","tíng-ē-hè"
"頂下歲","tíng-ē-huè"
"頂勻","tíng-ûn"
"頂手","tíng-tshiú"
"頂日","tíng-ji̍t"
"頂日","tíng-li̍t"
"頂日仔","tíng-ji̍t-á"
"頂日仔","tíng-li̍t-á"
"頂月","tíng-ge̍h"
"頂月","tíng-gue̍h"
"頂月日","tíng ge̍h-li̍t"
"頂月日","tíng gue̍h-ji̍t"
"頂世人","tíng-sì-lâng"
"頂冬","tíng-tang"
"頂半身","tíng-puànn-sin"
"頂半暝","tíng-puànn-mê"
"頂半暝","tíng-puànn-mî"
"頂司","tíng-si"
"頂司管下司，鋤頭管畚箕。","Tíng-si kuán ē-si, tî-thâu kuán pùn-ki."
"頂尖","tíng-tsiam"
"頂改","tíng-kái"
"頂沿","tíng-iân"
"頂肱骨","tíng-kong-kut"
"頂面","tíng-bīn"
"頂埔","Tíng-poo"
"頂埔","Tíng-poo"
"頂真","tíng-tsin"
"頂晡","tíng-poo"
"頂過","tíng-kè"
"頂過","tíng-kuè"
"頂替","tíng-thè"
"頂替","tíng-thuè"
"頂港","tíng-káng"
"頂港有名聲，下港上出名。","Tíng-káng ū miâ-siann, ē-káng siōng tshut-miâ."
"頂落","tíng-lo̍h"
"頂溪","Tíng-khe"
"頂溪","Tíng-khue"
"頂腹蓋","tíng-pak-kuà"
"頂層","tíng-tsàn"
"頂輩","tíng-puè"
"頂頭","tíng-thâu"
"頂幫","tíng-pang"
"頂擺","tíng-pái"
"頂懸","tíng-kuân"
"頂𦜆","tíng-ham"
"頃","khing"
"頃","khíng"
"魚","gû"
"魚","hî"
"魚","Hî"
"魚","hû"
"魚丸","hî-uân"
"魚丸","hû-uân"
"魚子","hî-tsí"
"魚子","hû-tsí"
"魚仔市","hî-á-tshī"
"魚仔市","hû-á-tshī"
"魚池","hî-tî"
"魚池","hû-tî"
"魚池鄉","Hî-tî-hiong"
"魚肝油","hî-kuann-iû"
"魚肝油","hû-kuann-iû"
"魚拊","hî-hú"
"魚拊","hû-hú"
"魚刺","hî-tshì"
"魚刺","hû-tshì"
"魚栽","hî-tsai"
"魚栽","hû-tsai"
"魚翅","hî-tshì"
"魚翅","hû-tshì"
"魚脯","hî-póo"
"魚脯","hû-póo"
"魚釣仔","hî-tiò-á"
"魚釣仔","hû-tiò-á"
"魚塭","hî-ùn"
"魚塭","hû-ùn"
"魚酥","hî-soo"
"魚酥","hû-soo"
"魚群","hî-kûn"
"魚群","hû-kûn"
"魚網","hî-bāng"
"魚網","hû-bāng"
"魚餌","hî-jī"
"魚餌","hû-lī"
"魚漿","hî-tsiunn"
"魚漿","hû-tsiunn"
"魚頭","hî-thâu"
"魚頭","hû-thâu"
"魚臊","hî-tsho"
"魚臊","hû-tsho"
"魚鮮","hî-tshinn"
"魚鮮","hû-tshinn"
"魚藤","hî-tîn"
"魚藤","hû-tîn"
"魚類","hî-luī"
"魚類","hû-luī"
"魚鰓","hî-tshi"
"魚鰓","hû-tshi"
"魚鰾","hî-piō"
"魚鰾","hû-piō"
"魚鱗","hî-lân"
"魚鱗","hû-lân"
"魚鱗𤺅仔","hî-lân-tshè-á"
"魚鱗𤺅仔","hû-lân-tshè-á"
"鳥","niáu"
"鳥","tsiáu"
"鳥仔","tsiáu-á"
"鳥仔岫","tsiáu-á-siū"
"鳥仔踏","tsiáu-á-ta̍h"
"鳥松區","Tsiáu-tshîng-khu"
"鳥松跤","Tsiáu-tshîng-kha"
"鳥隻","tsiáu-tsiah"
"鳥梨仔","tsiáu-lâi-á"
"鳥鼠","niáu-tshí"
"鳥鼠","niáu-tshú"
"鳥鼠仔色","niáu-tshí-á-sik"
"鳥鼠仔色","niáu-tshú-á-sik"
"鳥鼠仔冤","niáu-tshí-á-uan"
"鳥鼠仔冤","niáu-tshú-á-uan"
"鳥鼠仔症","niáu-tshí-á-tsìng"
"鳥鼠仔症","niáu-tshú-á-tsìng"
"鳥鼠仔糖","niáu-tshí-á-thn̂g"
"鳥鼠仔糖","niáu-tshú-á-thn̂g　"
"鳥鼠張","niáu-tshí-tng"
"鳥鼠張","niáu-tshú-tng"
"鳥鼠擗仔","niáu-tshí-phia̍k-á"
"鳥鼠擗仔","niáu-tshú-phia̍k-á"
"鳥鼠觸仔","niáu-tshí-tak-á"
"鳥鼠觸仔","niáu-tshú-tak-á"
"鳥銃","tsiáu-tshìng"
"鳥擗仔","tsiáu-phia̍k-á"
"鳥類","tsiáu-luī"
"麥","be̍h"
"麥","Be̍h"
"麥片","be̍h-phìnn"
"麥仔","be̍h-á"
"麥仔茶","be̍h-á-tê"
"麥仔酒","be̍h-á-tsiú"
"麥芽膏","be̍h-gê-ko"
"麥芽糖","be̍h-gê-thn̂g"
"麥寮鄉","Be̍h-liâu-hiong"
"麻","bâ"
"麻","mâ"
"麻","muâ"
"麻布","muâ-pòo"
"麻竹","muâ-tik"
"麻竹筍","muâ-tik-sún"
"麻豆區","Muâ-tāu-khu"
"麻里折口","Bâ-lí-tsik-kháu"
"麻油","muâ-iû"
"麻油酒","muâ-iû-tsiú"
"麻虱目","muâ-sat-ba̍k"
"麻衫","muâ-sann"
"麻荖漏","Muâ-láu-lāu"
"麻射","bâ-siā"
"麻索","muâ-soh"
"麻袋","muâ-tē"
"麻雀","muâ-tshiok"
"麻雀子仔","muâ-tshiok-jí-á"
"麻雀子仔","muâ-tshiok-lí-á"
"麻粩","muâ-láu"
"麻園寮","Muâ-hn̂g-liâu"
"麻煩","mâ-huân"
"麻痺","bâ-pì"
"麻糍","muâ-tsî"
"麻醉","bâ-tsuì"
"麻藥","bâ-io̍h"
"鹿","lo̍k"
"鹿","Lo̍k"
"鹿仔","lo̍k-á"
"鹿仔草庄","Lo̍k-á-tsháu-tsng"
"鹿仔港","Lo̍k-á-káng"
"鹿角","lo̍k-kak"
"鹿角龜","lo̍k-kak-ku"
"鹿谷鄉","Lo̍k-kok-hiong"
"鹿茸","lo̍k-jiông"
"鹿茸","lo̍k-liông"
"鹿草鄉","Lo̍k-tsháu-hiong"
"鹿野","Lo̍k-iá"
"鹿野鄉","Lo̍k-iá-hiong"
"鹿野溪","Lo̍k-iá-khe"
"鹿麻產","Lo̍k-muâ-sán"
"鹿麻產","Lo̍k-muâ-sán"
"鹿港鎮","Lo̍k-káng-tìn"
"鹿寮","Lo̍k-liâu"
"鹿寮溪","Lo̍k-liâu-khe"
"淚","luī"
"累","luí"
"累","luī"
"累計","luí-kè"
"累積","luí-tsik"
"勒","li̍k"
"菱","lîng"
"菱角","lîng-kak"
"參","sim"
"參","som"
"參","tsham"
"參仔","sim-á"
"參仔氣","sim-á-khuì"
"參加","tsham-ka"
"參考","tsham-khó"
"參考冊","tsham-khó-tsheh"
"參見","tsham-kiàn"
"參茸","sim-jiông"
"參茸","sim-liông"
"參展","tsham-tián"
"參訪","tsham-hóng"
"參照","tsham-tsiàu"
"參與","tsham-ú"
"參詳","tsham-siông"
"參選","tsham-suán"
"參數","tsham-sòo"
"參賽","tsham-sài"
"參觀","tsham-kuan"
"殺","sat"
"殺人","sat-jîn"
"殺人","sat-lîn"
"殺手","sat-tshiú"
"殺生","sat-sing"
"殺害","sat-hāi"
"殺氣","sat-khì"
"掠","lia̍h"
"掠","lio̍k"
"掠包","lia̍h-pau"
"掠交替","lia̍h-kau-thè"
"掠交替","lia̍h-kau-thuè"
"掠沙筋","lia̍h-sua-kin"
"掠沙筋","lia̍h-sua-kun"
"掠狂","lia̍h-kông"
"掠兔仔","lia̍h-thòo-á"
"掠坦橫","lia̍h-thán-huâinn"
"掠坦橫","lia̍h-thán-huînn"
"掠直","lia̍h-ti̍t"
"掠長補短","lia̍h-tn̂g-póo-té"
"掠做","lia̍h-tsò"
"掠做","lia̍h-tsuè"
"掠無頭摠","lia̍h-bô-thâu-tsáng"
"掠猴","lia̍h-kâu"
"掠痧","lia̍h-sua"
"掠筋","lia̍h-kin"
"掠筋","lia̍h-kun"
"掠準","lia̍h-tsún"
"掠漏","lia̍h-lāu"
"掠篙泅","lia̍h-ko-siû"
"掠龜走鱉","lia̍h-ku-tsáu-pih"
"掠龍","lia̍h-lîng"
"掠龍的","lia̍h-lîng--ê"
"略","lio̍h"
"略","lio̍k"
"略仔","lio̍h-á"
"略略仔","lio̍h-lio̍h-á"
"梁","niû"
"梁","Niû"
"梁柱","niû-thiāu"
"捻","liàm"
"捻","liām"
"聆","lîng"
"琉","liû"
"琉球鄉","Liû-khiû-hiong"
"琉園水晶博物館","Liû-uân Tsuí-tsinn Phok-bu̍t-kuán"
"崙","lūn"
"崙仔","lūn-á"
"崙背鄉","Lūn-puè-hiong"
"淪","lûn"
"淪陷","lûn-hām"
"率","lu̍t"
"率","sut"
"隆","liông"
"隆田","Liông-tiân"
"隆重","liông-tiōng"
"梨","lâi"
"梨","lê"
"梨仔","lâi-á"
"梨園寮","Lê-hn̂g-liâu"
"理","lí"
"理工","lí-kang"
"理化","lí-huà"
"理由","lí-iû"
"理事","lí-sū"
"理性","lí-sìng"
"理所當然","lí-sóo-tong-jiân"
"理所當然","lí-sóo-tong-liân"
"理念","lí-liām"
"理財","lí-tsâi"
"理智","lí-tì"
"理想","lí-sióng"
"理解","lí-kái"
"理路","lí-lōo"
"理監事","lí-kàm-sū"
"理論","lí-lūn"
"匿","li̍k"
"淋","lâm"
"淋","lîm"
"淋水","lâm-tsuí"
"淋雨","lâm-hōo"
"淋碭","lâm-thn̄g"
"笠","le̍h"
"笠","li̍p"
"笠仔","le̍h-á"
"粒","lia̍p"
"粒子","lia̍p-tsú"
"粒仔","lia̍p-á"
"粒積","lia̍p-tsik"
"逸","iat"
"逸","i̍k"
"逸","i̍t"
"㨑","tsang"
"䖳","thē"
"傅","hū"
"傅","pòo"
"傅","Pòo"
"傍","pn̄g"
"傍","pōng"
"傍官靠勢","pn̄g-kuann-khò-sè"
"傍官靠勢","pn̄g-kuann-khò-sì"
"傑","kia̍t"
"傑出","kia̍t-tshut"
"傑作","kia̍t-tsok"
"傘","sàn"
"傘","suànn"
"備","pī"
"備用","pī-iōng"
"備份","pī-hūn"
"備查","pī-tsa"
"備註","pī-tsù"
"備辦","pī-pān"
"傲","ngōo"
"僆","nuā"
"凱","khái"
"凱旋","Khái-suân"
"凱旋二聖","Khái-suân Jī-sìng"
"凱旋中華","Khái-suân Tiong-huâ"
"凱旋公園","Khái-suân Kong-hn̂g"
"凱旋武昌","Khái-suân Bú-tshiong"
"凱旋瑞田","Khái-suân Suī-tiân"
"凱達格蘭文化館","Ke-ta-ga-lán Bûn-huà-kuán"
"剩","sīn"
"剩","sīng"
"剩","siōng"
"割","kat"
"割","kuah"
"割包","kuah-pau"
"割肉","kuah-bah"
"割金","kuah-kim"
"割香","kuah-hiunn"
"割耙","kuah-pē"
"割貨","kuah-hè"
"割貨","kuah-huè"
"割喉","kuah-âu"
"割價","kuah-kè"
"割稻仔","kuah-tiū-á"
"割稻仔尾","kuah-tiū-á-bé"
"割稻仔尾","kuah-tiū-á-bué"
"創","tshong"
"創","tshòng"
"創下","tshòng-hā"
"創刊","tshòng-khan"
"創立","tshòng-li̍p"
"創作","tshòng-tsok"
"創始","tshòng-sí"
"創治","tshòng-tī"
"創空","tshòng-khang"
"創造","tshòng-tsō"
"創景","tshòng-kíng"
"創意","tshòng-ì"
"創新","tshòng-sin"
"創業","tshòng-gia̍p"
"創舉","tshòng-kí"
"創舉","tshòng-kú"
"創辦","tshòng-pān"
"勝","sing"
"勝","sìng"
"勝地","sìng-tē"
"勝地","sìng-tuē"
"勝利","sìng-lī"
"勝訴","sìng-sòo"
"勝算","sìng-suàn"
"募","bōo"
"募捐","bōo-kuan"
"募款","bōo-khuán"
"募集","bōo-tsi̍p"
"博","phok"
"博土","phok-thóo"
"博士","phok-sū"
"博士博","phok-sū-phok"
"博物","phok-bu̍t"
"博物館","phok-bu̍t-kuán"
"博愛","phok-ài"
"博覽會","phok-lám-huē"
"啼","thî"
"啼哭","thî-khàu"
"啼啼哭哭","thî-thî-khàu-khàu"
"啾","tshiùnn"
"喀","khe̍nnh"
"喀喀嗽","khennh-khennh-sàu"
"喀喀嗽","khe̍nnh-khe̍nnh-sàu"
"喀痰","khe̍nnh thâm"
"喂","eh"
"喂","uê"
"喂","ueh"
"喃","nauh"
"善","siān"
"善化","Siān-huà"
"善化區","Siān-huà-khu"
"善心","siān-sim"
"善男信女","siān-lâm-sìn-lí"
"善男信女","siān-lâm-sìn-lú"
"善良","siān-liông"
"善報","siān-pò"
"善惡","siān-ok"
"善意","siān-ì"
"善導寺","Siān-tō-sī"
"喈","kainn"
"喉","âu"
"喉滇","âu-tīnn"
"喉韻","âu-ūn"
"喉鐘","âu-tsing"
"喊","hán"
"喊","hiàm"
"喋","thi̍h"
"喋詳","thi̍h-siông"
"喌","tsiuh"
"喌","tsû"
"喑","ìnn"
"喑噁","ìnn-ònn"
"喓","iaunn"
"喔","ooh"
"喘","tshuán"
"喘大氣","tshuán-tuā-khuì"
"喘氣","tshuán-khuì"
"喙","tshuì"
"喙下斗","tshuì-ē-táu"
"喙口","tshuì-kháu"
"喙斗","tshuì-táu"
"喙水","tshuì-suí"
"喙白","tshuì-pe̍h"
"喙舌","tshuì-tsi̍h"
"喙尾","tshuì-bé"
"喙尾","tshuì-bué"
"喙花","tshuì-hue"
"喙角","tshuì-kak"
"喙空","tshuì-khang"
"喙食，予尻川坐數。","Tshuì tsia̍h, hōo kha-tshng tshē-siàu."
"喙笑目笑","tshuì-tshiò-ba̍k-tshiò"
"喙臭","tshuì-tshàu"
"喙桮","tshuì-pue"
"喙脣","tshuì-tûn"
"喙脣皮","tshuì-tûn-phê"
"喙脣皮","tshuì-tûn-phuê"
"喙脣皮相款待。","Tshuì-tûn-phuê sio khuán-thāi."
"喙殘","tshuì-tsuânn"
"喙焦","tshuì-ta"
"喙焦喉渴","tshuì-ta-âu-khuah"
"喙罨","tshuì-am"
"喙飽目睭枵。","Tshuì pá ba̍k-tsiu iau."
"喙箍","tshuì-khoo"
"喙齒","tshuì-khí"
"喙齒根","tshuì-khí-kin"
"喙齒根","tshuì-khí-kun"
"喙齒縫","tshuì-khí-phāng"
"喙䫌","tshuì-phué"
"喙䫌肉","tshuì-phué-bah"
"喙瀾","tshuì-nuā"
"喙鬚","tshuì-tshiu"
"喚","huàn"
"喜","hí"
"喜帖","hí-thiap"
"喜宴","hí-iàn"
"喜氣","hí-khì"
"喜酒","hí-tsiú"
"喜劇","hí-kio̍k"
"喝","hat"
"喝","huah"
"喝咻","huah-hiu"
"喝玲瑯","huah-lin-long"
"喝拳","huah-kûn"
"喝起喝倒","huah-khí-huah-tó"
"喝魚仔","huah-hî-á"
"喝魚仔","huah-hû-á"
"喢","sannh"
"喧","suan"
"喨","liang"
"喨仔","liang-á"
"喪","sng"
"喪","song"
"喪","sòng"
"喪失","sòng-sit"
"喪生","sòng-sing"
"喪事","song-sū"
"喬","kiâu"
"喬","Kiâu"
"單","tan"
"單","tuann"
"單一","tan-it"
"單元","tan-guân"
"單仔","tuann-á"
"單打","tan-tánn"
"單字","tan-jī"
"單字","tan-lī"
"單曲","tuann-khik"
"單位","tan-uī"
"單身","tuann-sin"
"單純","tan-sûn"
"單逝","tuann-tsuā"
"單跤手","tuann-kha-tshiú"
"單調","tan-tiāu"
"單獨","tan-to̍k"
"喲","iō"
"喳","tshā"
"喻","jū"
"喻","lū"
"圍","û"
"圍","uî"
"圍巾","uî-kin"
"圍巾","uî-kun"
"圍仔內","Uî-á-lāi"
"圍捕","uî-póo"
"圍堵","uî-tóo"
"圍棋","uî-kî"
"圍標","uî-pio"
"圍牆","uî-tshiûnn"
"圍軀裙","uî-su-kûn"
"圍爐","uî-lôo"
"圍觀","uî-kuan"
"堡","pó"
"堤","thê"
"堪","kham"
"堯","giâu"
"報","pò"
"報仇","pò-siû"
"報戶口","pò-hōo-kháu"
"報刊","pò-khan"
"報名","pò-miâ"
"報考","pò-khó"
"報告","pò-kò"
"報社","pò-siā"
"報到","pò-tò"
"報表","pò-pió"
"報春花","pò-tshun-hue"
"報冤","pò-uan"
"報冤仇","pò-uan-siû"
"報恩","pò-un"
"報案","pò-àn"
"報紙","pò-tsuá"
"報馬仔","pò-bé-á"
"報鳥鼠仔冤","pò-niáu-tshí-á-uan"
"報鳥鼠仔冤","pò-niáu-tshú-á-uan"
"報稅","pò-sè"
"報稅","pò-suè"
"報答","pò-tap"
"報復","pò-ho̍k"
"報業","pò-gia̍p"
"報酬","pò-siû"
"報價","pò-kè"
"報導","pò-tō"
"報銷","pò-siau"
"報數","pò-siàu"
"報頭","pò-thâu"
"報警","pò-kíng"
"場","tiûnn"
"場","tshiâng"
"場合","tiûnn-ha̍p"
"場地","tiûnn-tē"
"場地","tiûnn-tuē"
"場所","tiûnn-sóo"
"場面","tiûnn-bīn"
"塊","tè"
"塔","thah"
"塭","ùn"
"塭仔","ùn-á"
"壺","hôo"
"壺","ôo"
"奠","tiān"
"婷","tîng"
"婸","giang"
"婿","sài"
"婿","sè"
"媒","hm̂"
"媒","muê"
"媒","muî"
"媒人","hm̂-lâng"
"媒人","muê-lâng"
"媒人公","hm̂-lâng-kong"
"媒人公","muê-lâng-kong"
"媒人保入房，無保一世人。","Muê-lâng pó ji̍p pâng, bô pó tsi̍t-sì-lâng."
"媒人婆","hm̂-lâng-pô"
"媒人婆","muê-lâng-pô"
"媒人喙","hm̂-lâng-tshuì"
"媒人喙","muê-lâng-tshuì"
